"in_object_name";"atc_is_out_table";"atc_object_name"
"OUT_NTF_FATCA";true;"OUT_NTF_FATCA"
"OUT_LDD_RESULT_DEAL_CORR_H";true;"OUT_LDD_RESULT_DEAL_CORR_H"
"OUT_SB_PT_INCOME_EXCLUSION";true;"OUT_SB_PT_INCOME_EXCLUSION"
"OUT_SB_ACC_COLL_EVAL";true;"OUT_SB_ACC_COLL_EVAL"
"OUT_LDD_RWA_EXPOSURE";true;"OUT_LDD_RWA_EXPOSURE"
"OUT_LDD_TREASURY_CORR";true;"OUT_LDD_TREASURY_CORR"
"OUT_FMS_PARTY_FACTS";true;"OUT_FMS_PARTY_FACTS"
"OUT_LDD_CVA_RESULT_MANDANT";true;"OUT_LDD_CVA_RESULT_MANDANT"
"OUT_LGD_DEFAULT_COLL_H";true;"OUT_LGD_DEFAULT_COLL_H"
"OUT_LGD_DEF_REGISTER";true;"OUT_LGD_DEF_REGISTER"
"OUT_CCF_DEFAULT_HISTORY_H";true;"OUT_CCF_DEFAULT_HISTORY_H"
"OUT_LGD_DEF_ACCOUNT_COSTS_H";true;"OUT_LGD_DEF_ACCOUNT_COSTS_H"
